SMILE,R_grp_SMILES,Name,Comments (Stanley),Duplicates (Dylan),
Cc1sc2c(c3cc(OCC(CC)CCCC)ccc3)c3cc(c4ccc(c5c6nn(CC(CCCCCC)CCCCCCCC)nc6c(c6ccc(C)s6)c(F)c5F)s4)sc3c(c3cc(OCC(CC)CCCC)ccc3)c2c1,Cc1sc2c(c3cc(O[R4])ccc3)c3cc(c4ccc(c5c6nn([R1])nc6c(c6ccc(C)s6)c(F)c5F)s4)sc3c(c3cc(O[R4])ccc3)c2c1,PBFZ-OP,,,
Cc1sc2c(OCC(CC)CCCC)c3cc(c4ccc(C)s4)sc3c(OCC(CC)CCCC)c2c1,Cc1sc2c(O[R4])c3cc(c4ccc(C)s4)sc3c(O[R4])c2c1,PBDT[2H]T,,,
Cc1sc2c(OCC(CC)CCCC)c3cc(c4c(F)c(F)c(C)s4)sc3c(OCC(CC)CCCC)c2c1,Cc1sc2c(O[R4])c3cc(c4c(F)c(F)c(C)s4)sc3c(O[R4])c2c1,PBDT[2F]T,,,
Cc1sc2c(c3sc(CC(CC)CCCC)cc3)c3cc(c4c(F)c(F)c(C)s4)sc3c(c3sc(CC(CC)CCCC)cc3)c2c1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4c(F)c(F)c(C)s4)sc3c(c3sc([R4])cc3)c2c1,PBDT(T)[2F]T,,,
Cc1sc2c(OCC(CCCCCCCC)CCCCCCCCCC)c3cc(c4c(CC(CC)CCCC)cc(c5c(F)c(F)c(c6cc(CC(CC)CCCC)c(C)s6)c6c5nsn6)s4)sc3c(c3c4ccccc4ccc3)c2c1,Cc1sc2c(O[R6])c3cc(c4c([R4])cc(c5c(F)c(F)c(c6cc([R4])c(C)s6)c6c5nsn6)s4)sc3c(c3c4ccccc4ccc3)c2c1,PBDTaNPFBT,,,
Cc1sc2c(OCC(CCCCCCCC)CCCCCCCCCC)c3cc(c4c(CC(CC)CCCC)cc(c5c(F)c(F)c(c6cc(CC(CC)CCCC)c(C)s6)c6c5nsn6)s4)sc3c(c3cc4ccccc4cc3)c2c1,Cc1sc2c(O[R6])c3cc(c4c([R4])cc(c5c(F)c(F)c(c6cc([R4])c(C)s6)c6c5nsn6)s4)sc3c(c3cc4ccccc4cc3)c2c1,PBDTbNPFBT,,,
Cc1sc2cc3cc(c4sc(c5c6nsnc6c(c6cc(CC(CCCCCCCC)CCCCCCCCCC)c(C)s6)c(F)c5F)cc4CC(CCCCCCCC)CCCCCCCCCC)sc3cc2c1,Cc1sc2cc3cc(c4sc(c5c6nsnc6c(c6cc([R6])c(C)s6)c(F)c5F)cc4[R6])sc3cc2c1,PBDT-DTffBT,"not in drive, same as literature",uppercase FF,
Cc1sc2c(OCC(CC)CCCC)c3cc(C)sc3c(OCC(CC)CCCC)c2c1,Cc1sc2c(O[R4])c3cc(C)sc3c(O[R4])c2c1,O-PBDT,,,
Cc1sc2c(OCC(CC)CCCC)c3cc(c4sc5c(SCC(CC)CCCC)c6cc(C)sc6c(SCC(CC)CCCC)c5c4)sc3c(OCC(CC)CCCC)c2c1,Cc1sc2c(O[R4])c3cc(c4sc5c(S[R4])c6cc(C)sc6c(S[R4])c5c4)sc3c(O[R4])c2c1,SO-PBDT,,,
Cc1sc2c(OCC(CC)CCCC)c3cc(c4sc5c(C6=CC=C(C(CC(CC)CCCC)=O)C6)c6cc(C)sc6c(c6sc(C(CC(CC)CCCC)=O)cc6)c5c4)sc3c(OCC(CC)CCCC)c2c1,Cc1sc2c(O[R4])c3cc(c4sc5c(C6=CC=C(C([R4])=O)C6)c6cc(C)sc6c(c6sc(C([R4])=O)cc6)c5c4)sc3c(O[R4])c2c1,PBDT-KTBDT,,,
Cc1sc2c(OCC(CCCCCCCC)CCCCCCCCCC)c3cc(c4c5nsnc5c(C)c(OSCCCCCCCCCCCC)c4OSCCCCCCCCCCCC)sc3c(OCC(CCCCCCCC)CCCCCCCCCC)c2c1,Cc1sc2c(O[R6])c3cc(c4c5nsnc5c(C)c(O[R5])c4O[R5])sc3c(O[R6])c2c1,PBDT-ROBT,,,
Cc1sc2c(OCC(CCCCCCCC)CCCCCCCCCC)c3cc(c4ccc(c5sc(c6c7nsnc7c(c7sc(c8ccc(C)s8)cc7)c(OSCCCCCCCCCCCC)c6OSCCCCCCCCCCCC)cc5)s4)sc3c(OCC(CCCCCCCC)CCCCCCCCCC)c2c1,Cc1sc2c(O[R6])c3cc(c4ccc(c5sc(c6c7nsnc7c(c7sc(c8ccc(C)s8)cc7)c(O[R5])c6O[R5])cc5)s4)sc3c(O[R6])c2c1,PBDT-2T-ROBT,,,
CC(CCCCCCCC)CCCCCCCCCCOc1c2cc(C)sc2c(OCC(CCCCCCCC)CCCCCCCCCC)c2cc(c3c(c4ccc(CCCCCC)s4)cc(c4c5nsnc5c(c5cc(c6sc(CCCCCC)cc6)c(C)s5)cc4)s3)sc21,[R6]Oc1c2cc(C)sc2c(O[R6])c2cc(c3c(c4ccc([R14])s4)cc(c4c5nsnc5c(c5cc(c6sc([R14])cc6)c(C)s5)cc4)s3)sc21,PBDT-DTTBT,,,
Cc1ccc(c2c3nsnc3c(c3ccc(c4sc5c(c6sc(CC(CC)CCCC)cc6)c6cc(C)sc6c(c6sc(CC(CC)CCCC)cc6)c5c4)s3)c(OCC(CC)CCCC)c2OCC(CC)CCCC)s1,Cc1ccc(c2c3nsnc3c(c3ccc(c4sc5c(c6sc([R4])cc6)c6cc(C)sc6c(c6sc([R4])cc6)c5c4)s3)c(O[R4])c2O[R4])s1,PBDT-TBT,"not in drive, same as literature",,
Cc1cc2sc(c3c4nsnc4c(c4sc5cc(c6sc7c(c8sc(CC(CC)CCCC)cc8)c8cc(C)sc8c(c8sc(CC(CC)CCCC)cc8)c7c6)sc5c4)c(OSCC(CCCCCC)CCCC)c3OSCC(CCCCCC)CCCC)cc2s1,Cc1cc2sc(c3c4nsnc4c(c4sc5cc(c6sc7c(c8sc([R4])cc8)c8cc(C)sc8c(c8sc([R4])cc8)c7c6)sc5c4)c(O[R7])c3O[R7])cc2s1,PBDT-TTBT,,,
CCCCC(CC)COC(=O)c1c(-c2ccc(C)s2)sc2c(C(=O)OCC(CC)CCCC)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)sc12,CCCCC(CC)COC(=O)c1c(-c2ccc(C)s2)sc2c(C(=O)OCC(CC)CCCC)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)sc12,PBDT-TT,,,
Cc1sc2c(OSCCCCCCCCCCCC)c3cc(c4cc5sc(C)c([R18])c5s4)sc3c(OSCCCCCCCCCCCC)c2c1,Cc1sc2c(O[R5])c3cc(c4cc5sc(C)c([R18])c5s4)sc3c(O[R5])c2c1,PBDT-TT,wrong structure,,
Cc1sc2c(OSCCCCCCCCCCCC)c3cc(c4c5nsnc5c(C)c(OCCCCCCCC)c4OCCCCCCCC)sc3c(OSCCCCCCCCCCCC)c2c1,Cc1sc2c(O[R5])c3cc(c4c5nsnc5c(C)c(O[R2])c4O[R2])sc3c(O[R5])c2c1,PBDT-BT,,DUPE W DIFF STRUCTURE,
Cc1sc2c(OSCCCCCCCCCCCC)c3cc(c4c([R18])c5sc(c6c7nsnc7c(c7sc8c([R18])c(C)sc8c7)c(OCCCCCCCC)c6OCCCCCCCC)cc5s4)sc3c(OSCCCCCCCCCCCC)c2c1,Cc1sc2c(O[R5])c3cc(c4c([R18])c5sc(c6c7nsnc7c(c7sc8c([R18])c(C)sc8c7)c(O[R2])c6O[R2])cc5s4)sc3c(O[R5])c2c1,PBDT-TTBTT,,,
Cc1c(CCCCCC)cc(c2c3nsnc3c(c3cc(CCCCCC)c(c4sc5c(c6sc(CC(CC)CCCC)cc6)c6cc(C)sc6c(c6sc(CC(CC)CCCC)cc6)c5c4)s3)c(F)c2F)s1,Cc1c([R14])cc(c2c3nsnc3c(c3cc([R14])c(c4sc5c(c6sc([R4])cc6)c6cc(C)sc6c(c6sc([R4])cc6)c5c4)s3)c(F)c2F)s1,PBDTTEH-DTHBTff,,,
Cc1c(CC(CC)CCCC)cc(c2c3nsnc3c(c3cc(CC(CC)CCCC)c(c4sc5c(c6sc(CC(CC)CCCC)cc6)c6cc(C)sc6c(c6sc(CC(CC)CCCC)cc6)c5c4)s3)c(F)c2F)s1,Cc1c([R4])cc(c2c3nsnc3c(c3cc([R4])c(c4sc5c(c6sc([R4])cc6)c6cc(C)sc6c(c6sc([R4])cc6)c5c4)s3)c(F)c2F)s1,PBDTTEH-DTEHBTff,,,
Cc1c(CCCCCC)cc(c2c3nsnc3c(c3cc(CCCCCC)c(c4sc5c(OCC(CCCCCC)CCCCCCCC)c6cc(C)sc6c(OCC(CCCCCC)CCCCCCCC)c5c4)s3)c(F)c2F)s1,Cc1c([R14])cc(c2c3nsnc3c(c3cc([R14])c(c4sc5c(O[R1])c6cc(C)sc6c(O[R1])c5c4)s3)c(F)c2F)s1,PBDTTDD-DTHBTff,,,
Cc1sc2c(OCCCCCCCCCCCCCCCC)c3cc(c4c(CCCCCCCCCCC)c5sc(c6ccc(c7cc8sc(C)c(CCCCCCCCCCC)c8s7)c7c6nsn7)cc5s4)sc3c(OCCCCCCCCCCCCCCCC)c2c1,Cc1sc2c(O[R19])c3cc(c4c([R20])c5sc(c6ccc(c7cc8sc(C)c([R20])c8s7)c7c6nsn7)cc5s4)sc3c(O[R19])c2c1,PBDT-tt-BT,,,
Cc1ccc2c3ccc(c4c(CCCCCCCCCCC)c5sc(c6ccc(c7cc8sc(C)c(CCCCCCCCCCC)c8s7)c7c6nsn7)cc5s4)cc3n(C(CCCCCCCCC)CCCCCCC)c2c1,Cc1ccc2c3ccc(c4c([R20])c5sc(c6ccc(c7cc8sc(C)c([R20])c8s7)c7c6nsn7)cc5s4)cc3n([R21])c2c1,PC-tt-BT,,,
Cc1ccc(c2ccc(c3c(CCCCCCCCCCC)c4sc(c5ccc(c6cc7sc(C)c(CCCCCCCCCCC)c7s6)c6c5nsn6)cc4s3)cc2C2(CCCCCCCC)CCCCCCCC)c2c1,Cc1ccc(c2ccc(c3c([R20])c4sc(c5ccc(c6cc7sc(C)c([R20])c7s6)c6c5nsn6)cc4s3)cc2C2([R2])[R2])c2c1,PF-tt-BT,,,
Cc1ccc(c2c3nn(CC(CC)CCCC)nc3c(c3ccc(c4sc5c(OCC(CC)CCCC)c6cc(C)sc6c(OCC(CC)CCCC)c5c4)s3)cc2)s1,Cc1ccc(c2c3nn([R4])nc3c(c3ccc(c4sc5c(O[R4])c6cc(C)sc6c(O[R4])c5c4)s3)cc2)s1,PBDT-DTBTz,,,
Cc1ccc2c3ccc(c4ccc(c5c6nn(CC(CC)CCCC)nc6c(c6ccc(C)s6)cc5)s4)cc3n(CCCCCCCC)c2c1,Cc1ccc2c3ccc(c4ccc(c5c6nn([R4])nc6c(c6ccc(C)s6)cc5)s4)cc3n([R2])c2c1,PC-DTBTz,,,
Cc1sc2c(OCC(CC)CCCC)c3cc(c4c(SCCCCCCCCCCCC)cc(c5sc(C)c(SCCCCCCCCCCCC)c5)s4)sc3c(OCC(CC)CCCC)c2c1,Cc1sc2c(O[R4])c3cc(c4c([R5])cc(c5sc(C)c([R5])c5)s4)sc3c(O[R4])c2c1,PBDT-BT,"not in drive, same as literature",DUPE W DIFF STRUCTURE,https://www.sciencedirect.com/science/article/pii/S0379677918302212
Cc1c(CCCCCCCC)cc(c2c3nsnc3c(c3cc(CCCCCCCC)c(c4sc5c(OCC(CC)CCCC)c6cc(C)sc6c(OCC(CC)CCCC)c5c4)s3)c(F)c2F)s1,Cc1c([R2])cc(c2c3nsnc3c(c3cc([R2])c(c4sc5c(O[R4])c6cc(C)sc6c(O[R4])c5c4)s3)c(F)c2F)s1,PBDT-DTffBT,,lowercase ff,
Cc1c(CCCCCCCC)cc(c2c3nsnc3c(c3cc(CCCCCCCC)c(c4ccc(c5ccc(C)cc5C5(CCCCCCCC)CCCCCCCC)c5c4)s3)c(F)c2F)s1,Cc1c([R2])cc(c2c3nsnc3c(c3cc([R2])c(c4ccc(c5ccc(C)cc5C5([R2])[R2])c5c4)s3)c(F)c2F)s1,PF-DTffBT,,,
CCCCCCCCc1cc(c2c3nsnc3c(c3cc(CCCCCCCC)c(c4sc5c(OCC(CC)CCCC)c6cc(C)sc6c(OCC(CC)CCCC)c5c4)s3)c(F)c2F)sc1c1cc2c(c3ccc(c4c(CCCCCCCC)cc(c5c6nsnc6c(c6cc(CCCCCCCC)c(C)s6)c(F)c5F)s4)cc3C2(CCCCCCCC)CCCCCCCC)cc1,[R2]c1cc(c2c3nsnc3c(c3cc([R2])c(c4sc5c(O[R4])c6cc(C)sc6c(O[R4])c5c4)s3)c(F)c2F)sc1c1cc2c(c3ccc(c4c([R2])cc(c5c6nsnc6c(c6cc([R2])c(C)s6)c(F)c5F)s4)cc3C2([R2])[R2])cc1,PBDT-DTffBT-F-DTffBT,,,
CC(CCCCCCCC)CCCCCCCCCCc1cc(c2c3nsnc3c(c3cc(CC(CCCCCCCC)CCCCCCCCCC)c(C)s3)c(F)c2F)sc1c1sc(c2ccc(C)s2)cc1,[R6]c1cc(c2c3nsnc3c(c3cc([R6])c(C)s3)c(F)c2F)sc1c1sc(c2ccc(C)s2)cc1,PffBT4T-2OD,,DUPE W SAME STRUCTURE,
Cc1ccc(c2c3nsnc3c(c3ccc(c4sc5c(c6cc(F)c(CC(CC)CCCC)c(F)c6)c6cc(C)sc6c(c6cc(F)c(CC(CC)CCCC)c(F)c6)c5c4)s3)c(OSCCCCCCCCCCCC)c2OSCCCCCCCCCCCC)s1,Cc1ccc(c2c3nsnc3c(c3ccc(c4sc5c(c6cc(F)c([R4])c(F)c6)c6cc(C)sc6c(c6cc(F)c([R4])c(F)c6)c5c4)s3)c(O[R5])c2O[R5])s1,PRFBDT-BZS,,,
Cc1sc2c(c3sc(CC(CC)CCCC)cc3)c3cc(c4ccc(c5c6nc(c7cc(OCCCCCCCC)ccc7)c(c7cccc(OCCCCCCCC)c7)nc6c(c6ccc(C)s6)cc5)s4)sc3c(c3sc(CC(CC)CCCC)cc3)c2c1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4ccc(c5c6nc(c7cc(O[R2])ccc7)c(c7cccc(O[R2])c7)nc6c(c6ccc(C)s6)cc5)s4)sc3c(c3sc([R4])cc3)c2c1,PBQ-0F,,,
Cc1sc2c(c3sc(CC(CC)CCCC)cc3)c3cc(c4ccc(c5c6nc(c7cc(OCCCCCCCC)ccc7)c(c7cccc(OCCCCCCCC)c7)nc6c(c6ccc(C)s6)c(F)c5F)s4)sc3c(c3sc(CC(CC)CCCC)cc3)c2c1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4ccc(c5c6nc(c7cc(O[R2])ccc7)c(c7cccc(O[R2])c7)nc6c(c6ccc(C)s6)c(F)c5F)s4)sc3c(c3sc([R4])cc3)c2c1,PBQ-QF,,,
Cc1sc2c(c3sc(CC(CC)CCCC)c(F)c3)c3cc(c4ccc(c5c6nc(c7cc(OCCCCCCCC)ccc7)c(c7cccc(OCCCCCCCC)c7)nc6c(c6ccc(C)s6)c(F)c5F)s4)sc3c(c3sc(CC(CC)CCCC)c(F)c3)c2c1,Cc1sc2c(c3sc([R4])c(F)c3)c3cc(c4ccc(c5c6nc(c7cc(O[R2])ccc7)c(c7cccc(O[R2])c7)nc6c(c6ccc(C)s6)c(F)c5F)s4)sc3c(c3sc([R4])c(F)c3)c2c1,PBQ-4F,has same name to structure beside it,,
Cc1sc2c(c3sc(CC(CC)CCCC)c(F)c3)c3cc(c4ccc(c5c6nn(CC(CCCCCC)CCCCCCCC)nc6c(c6ccc(C)s6)c(F)c5F)s4)sc3c(c3sc(CC(CC)CCCC)c(F)c3)c2c1,Cc1sc2c(c3sc([R4])c(F)c3)c3cc(c4ccc(c5c6nn([R1])nc6c(c6ccc(C)s6)c(F)c5F)s4)sc3c(c3sc([R4])c(F)c3)c2c1,J52-F,wrong structure,,
Cc1sc2c(c3sc(CC(CC)CCCC)cc3)c3cc(c4ccc(c5sc(c6ccc(C)s6)c6c5C(c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)=O)s4)sc3c(c3sc(CC(CC)CCCC)cc3)c2c1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4ccc(c5sc(c6ccc(C)s6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3sc([R4])cc3)c2c1,PBDB-T,,,
Cc1sc2c(c3sc(CC(CC)CCCC)c(F)c3)c3cc(c4ccc(c5sc(c6cccs6)c6c5C(c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)=O)s4)sc3c(c3sc(CC(CC)CCCC)c(F)c3)c2c1,Cc1sc2c(c3sc([R4])c(F)c3)c3cc(c4ccc(c5sc(c6cccs6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3sc([R4])c(F)c3)c2c1,PBDB-T-SF,,,
Cc1ccc2c(c1)n(CCCCCCCC)c1c2ccc(c2ccc(c3c4nsnc4c(c4ccc(C)s4)c(OSCCCCCCCCCCCC)c3OSCCCCCCCCCCCC)s2)c1,Cc1ccc2c(c1)n([R2])c1c2ccc(c2ccc(c3c4nsnc4c(c4ccc(C)s4)c(O[R5])c3O[R5])s2)c1,PCDTBT-C12,,,
Cc1sc2c(OCC(CC)CCCC)c3cc(c4c5sc(C(OCC(CC)CCCC)=O)c(F)c5c(C)s4)sc3c(OCC(CC)CCCC)c2c1,Cc1sc2c(O[R4])c3cc(c4c5sc(C(O[R4])=O)c(F)c5c(C)s4)sc3c(O[R4])c2c1,PTB7,,,
Cc1sc2c(c3sc(CC(CC)CCCC)cc3)c3cc(c4c5sc(C(OCC(CC)CCCC)=O)c(F)c5c(C)s4)sc3c(c3sc(CC(CC)CCCC)cc3)c2c1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4c5sc(C(O[R4])=O)c(F)c5c(C)s4)sc3c(c3sc([R4])cc3)c2c1,PTB7-Th,,,
Cc1sc2c(c3sc(CC(CC)CCCC)cc3)c3cc(c4c5sc(C(OCC(CC)CCCC)=O)cc5c(C)s4)sc3c(c3sc(CC(CC)CCCC)cc3)c2c1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4c5sc(C(O[R4])=O)cc5c(C)s4)sc3c(c3sc([R4])cc3)c2c1,PBDTTT-E-T,,,
Cc1c(F)cc(c2cc3c(c4sc(c5cc(F)c(c6cc7c(c8sc(C)cc8[Si]7(CCCCCCCC)CCCCCCCC)s6)c6c5nn(CCCCCC)n6)cc4[Si]3(CCCCCCCC)CCCCCCCC)s2)c2c1nn(CCCCCC)n2,Cc1c(F)cc(c2cc3c(c4sc(c5cc(F)c(c6cc7c(c8sc(C)cc8[Si]7([R2])[R2])s6)c6c5nn([R14])n6)cc4[Si]3([R2])[R2])s2)c2c1nn([R14])n2,P,,Not sure if this is full name? / DUPE?,
CCCCCCCCc1sc(c2c3sc4cc(C)sc4c3c(c3sc(CCCCCCCC)cc3)c3sc4cc(c5ccc(c6sc(c7ccc(C)s7)c(C7=O)c6C(c6c7c(C)sc6C)=O)s5)sc4c32)cc1,[R2]c1sc(c2c3sc4cc(C)sc4c3c(c3sc([R2])cc3)c3sc4cc(c5ccc(c6sc(c7ccc(C)s7)c(C7=O)c6C(c6c7c(C)sc6C)=O)s5)sc4c32)cc1,PDBT-T1,not in literature,DUPE W DIFF STRUCTURE,
Cc1sc(c2c(C(OSCC(CCCCCC)CCCC)=O)cc(c3sc(c4ccc(C)s4)c(C(OSCC(CCCCCC)CCCC)=O)c3)s2)cc1,Cc1sc(c2c(C(O[R7])=O)cc(c3sc(c4ccc(C)s4)c(C(O[R7])=O)c3)s2)cc1,PDCBT,,,
Cc1sc2c(c3sc(CC(CC)CCCC)cc3)c3cc(c4c(F)c(F)c(C)s4)sc3c(c3sc(CC(CC)CCCC)cc3)c2c1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4c(F)c(F)c(C)s4)sc3c(c3sc([R4])cc3)c2c1,PBDT(T)[2H]T,,,
Cc1sc2c(c3sc(CC(CC)CCCC)cc3)c3cc(c4c(CC(CC)CCCC)cc(c5sc(c6sc(C)c(CC(CC)CCCC)c6)c6c5C(c5ccccc5C6=O)=O)s4)sc3c(c3sc(CC(CC)CCCC)cc3)c2c1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4c([R4])cc(c5sc(c6sc(C)c([R4])c6)c6c5C(c5ccccc5C6=O)=O)s4)sc3c(c3sc([R4])cc3)c2c1,PBDT-DTN,,,
Cc1sc2c(c3sc(SCC(CCCCCC)CCCC)cc3)c3cc(c4ccc(c5cc6c7nc(c8sc(CCCCCCCC)cc8)c(c8sc(CCCCCCCC)cc8)nc7c(c7sc(C)cc7)cc6c6nc(c7sc(CCCCCCCC)cc7)c(c7ccc(CCCCCCCC)s7)nc56)s4)sc3c(c3sc(SCC(CCCCCC)CCCC)cc3)c2c1,Cc1sc2c(c3sc([R7])cc3)c3cc(c4ccc(c5cc6c7nc(c8sc([R2])cc8)c(c8sc([R2])cc8)nc7c(c7sc(C)cc7)cc6c6nc(c7sc([R2])cc7)c(c7ccc([R2])s7)nc56)s4)sc3c(c3sc([R7])cc3)c2c1,PBDT-NQx,,,
